url_length,host_length,path_length,num_dots,num_hyphens,num_digits,num_slashes,has_at_symbol,has_raw_ip,digit_ratio,label
89,25,64,5,4,5,5,0,0,0.056,1
24,12,12,1,0,3,2,0,0,0.125,0
21,11,10,1,0,0,2,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
42,6,36,2,1,0,3,0,0,0.0,0
105,25,80,4,8,6,5,0,0,0.057,1
20,16,4,3,0,14,1,0,0,0.7,1
41,7,34,2,2,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
16,9,7,1,0,0,1,0,0,0.0,0
58,21,37,2,4,22,1,0,0,0.379,1
20,11,9,1,0,0,1,0,0,0.0,0
32,18,14,2,0,0,2,0,0,0.0,1
27,20,7,4,0,16,1,0,0,0.593,1
26,19,7,4,0,15,1,0,0,0.577,1
54,17,37,2,4,18,1,0,0,0.333,1
61,13,48,4,1,30,3,0,1,0.492,1
34,14,20,1,0,0,3,0,0,0.0,0
22,10,12,1,0,0,2,0,0,0.0,0
29,18,11,1,2,0,3,0,0,0.0,0
128,25,103,4,10,2,5,0,0,0.016,1
25,11,14,1,1,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
12,7,5,1,0,0,1,0,0,0.0,0
20,17,3,1,0,0,1,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
22,20,2,3,0,16,1,0,0,0.727,1
22,20,2,3,0,16,1,0,0,0.727,1
20,18,2,3,0,14,1,0,0,0.7,1
37,26,11,4,0,3,1,0,0,0.081,1
19,17,2,3,0,13,1,0,0,0.684,1
21,19,2,3,0,15,1,0,0,0.714,1
30,11,19,1,0,0,3,0,0,0.0,0
17,9,8,1,0,0,2,0,0,0.0,0
91,25,66,4,1,5,5,0,0,0.055,1
30,17,13,1,0,0,2,0,0,0.0,0
56,19,37,2,4,19,1,0,0,0.339,1
33,12,21,4,0,10,3,0,1,0.303,1
18,11,7,3,0,12,1,0,1,0.667,1
27,20,7,4,0,16,1,0,0,0.593,1
21,19,2,3,0,15,1,0,0,0.714,1
40,15,25,1,0,0,3,0,0,0.0,0
59,7,52,1,4,0,4,0,0,0.0,0
63,9,54,2,1,0,7,0,0,0.0,0
11,6,5,1,0,0,1,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
16,11,5,1,0,0,1,0,0,0.0,0
23,10,13,1,1,0,2,0,0,0.0,0
60,7,53,1,4,8,5,0,0,0.133,0
16,11,5,1,0,0,2,0,0,0.0,0
55,12,43,3,1,1,5,0,0,0.018,0
57,12,45,1,0,2,5,0,0,0.035,0
90,11,79,1,9,10,5,0,0,0.111,0
64,27,37,2,4,24,1,0,0,0.375,1
32,17,15,1,1,0,1,0,0,0.0,0
31,17,14,1,0,4,2,0,0,0.129,1
23,21,2,3,0,17,1,0,0,0.739,1
22,9,13,1,0,0,2,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
40,10,30,1,1,0,3,0,0,0.0,0
22,12,10,2,0,0,1,0,0,0.0,1
47,41,6,3,2,1,1,0,0,0.021,1
43,9,34,2,0,0,3,0,0,0.0,0
23,13,10,4,0,10,2,0,1,0.435,1
20,18,2,3,0,14,1,0,0,0.7,1
21,6,15,1,1,4,3,0,0,0.19,0
35,6,29,1,2,0,2,0,0,0.0,0
